0.719686	1/1000	1	0.00349403	GCF_000008225.1_ASM822v1_genomic.fna.gz	NC_007332.1 Mycoplasma hyopneumoniae 7448, complete genome
0.719686	1/1000	1	0.00349403	GCF_000010425.1_ASM1042v1_genomic.fna.gz	NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome
0.719686	1/1000	1	0.00349403	GCF_000012405.1_ASM1240v1_genomic.fna.gz	NC_007333.1 Thermobifida fusca YX, complete genome
0.719686	1/1000	1	0.00349403	GCF_000014185.1_ASM1418v1_genomic.fna.gz	NC_008148.1 Rubrobacter xylanophilus DSM 9941, complete genome
0.719686	1/1000	1	0.00349403	GCF_000015045.1_ASM1504v1_genomic.fna.gz	[3 seqs] NC_008609.1 Pelobacter propionicus DSM 2379, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000016565.1_ASM1656v1_genomic.fna.gz	NC_009439.1 Pseudomonas mendocina ymp, complete genome
0.719686	1/1000	1	0.00349403	GCF_000017145.1_ASM1714v1_genomic.fna.gz	[4 seqs] NC_009636.1 Sinorhizobium medicae WSM419 chromosome, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000017265.1_ASM1726v1_genomic.fna.gz	[2 seqs] NC_011144.1 Phenylobacterium zucineum HLK1, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000018265.1_ASM1826v1_genomic.fna.gz	NC_009953.1 Salinispora arenicola CNS-205, complete genome
0.719686	1/1000	1	0.00349403	GCF_000019165.1_ASM1916v1_genomic.fna.gz	NC_010337.2 Heliobacterium modesticaldum Ice1 strain Ice1, complete genome
0.743837	2/1000	1	6.10514e-06	GCF_000019505.1_ASM1950v1_genomic.fna.gz	[3 seqs] NC_010508.1 Burkholderia cenocepacia MC0-3 chromosome 1, complete sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000021685.1_ASM2168v1_genomic.fna.gz	[2 seqs] NC_011959.1 Thermomicrobium roseum DSM 5159, complete genome [...]
0.719686	1/1000	2	0.00349403	GCF_000022305.1_ASM2230v1_genomic.fna.gz	NC_011992.1 Acidovorax ebreus TPSY, complete genome
0.719686	1/1000	2	0.00349403	GCF_000023925.1_ASM2392v1_genomic.fna.gz	NC_013169.1 Kytococcus sedentarius DSM 20547, complete genome
0.743837	2/1000	1	6.10514e-06	GCF_000024985.1_ASM2498v1_genomic.fna.gz	[2 seqs] NC_013523.1 Sphaerobacter thermophilus DSM 20745 chromosome 1, complete sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000025645.1_ASM2564v1_genomic.fna.gz	NC_013921.1 Thermoanaerobacter italicus Ab9, complete genome
0.719686	1/1000	1	0.00349403	GCF_000062885.1_ASM6288v1_genomic.fna.gz	NC_009142.1 Saccharopolyspora erythraea NRRL2338 complete genome
0.719686	1/1000	1	0.00349403	GCF_000090965.1_ASM9096v1_genomic.fna.gz	[2 seqs] NC_008513.1 Buchnera aphidicola BCc, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000146895.1_ASM14689v1_genomic.fna.gz	[24 seqs] NZ_GL405260.1 Mobiluncus mulieris ATCC 35239 genomic scaffold SCAFFOLD1, whole genome shotgun sequence [...]
0.719686	1/1000	2	0.00349403	GCF_000152745.1_ASM15274v1_genomic.fna.gz	[3 seqs] NZ_CH672428.1 Oceanicaulis alexandrii HTCC2633 scf_1099451005985 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000152965.1_ASM15296v1_genomic.fna.gz	[4 seqs] NZ_CH902583.1 Roseobacter sp. MED193 1099517003978 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	20	0.00349403	GCF_000160775.2_ASM16077v2_genomic.fna.gz	NZ_CM001024.1 Aeromicrobium marinum DSM 15272 chromosome, whole genome shotgun sequence
0.719686	1/1000	1	0.00349403	GCF_000160835.1_ASM16083v1_genomic.fna.gz	[20 seqs] NZ_GG700751.1 Lactobacillus antri DSM 16041 genomic scaffold SCAFFOLD20, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000169155.1_ASM16915v1_genomic.fna.gz	[49 seqs] NZ_AAWL01000049.1 Thermosinus carboxydivorans Nor1 ctg8, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000175635.1_ASM17563v1_genomic.fna.gz	[37 seqs] NZ_ACVP01000037.1 Corynebacterium tuberculostearicum SK141 contig00004, whole genome shotgun sequence [...]
0.719686	1/1000	45	0.00349403	GCF_000179395.2_ASM17939v2_genomic.fna.gz	NC_015859.1 Corynebacterium variabile DSM 44702, complete genome
0.719686	1/1000	1	0.00349403	GCF_000183185.1_ASM18318v1_genomic.fna.gz	NC_017509.1 Mycoplasma hyopneumoniae 168, complete genome
0.719686	1/1000	1	0.00349403	GCF_000184685.1_ASM18468v1_genomic.fna.gz	NC_014830.1 Intrasporangium calvum DSM 43043, complete genome
0.719686	1/1000	1	0.00349403	GCF_000186865.1_v_1.0_genomic.fna.gz	[1185 seqs] NW_008705561.1 Aureococcus anophagefferens unplaced genomic scaffold AURANscaffold_1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000187005.1_ASM18700v1_genomic.fna.gz	[2 seqs] NC_014974.1 Thermus scotoductus SA-01, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000190535.1_ASM19053v1_genomic.fna.gz	NC_015160.1 Odoribacter splanchnicus DSM 20712, complete genome
0.719686	1/1000	2	0.00349403	GCF_000194015.1_ASM19401v2_genomic.fna.gz	[29 seqs] NZ_AEZE01000029.1 Mycobacterium bovis BCG str. China BCG_china_contig029, whole genome shotgun sequence [...]
0.719686	1/1000	6	0.00349403	GCF_000194925.1_ASM19492v1_genomic.fna.gz	[13 seqs] NZ_GL878494.1 Neisseria bacilliformis ATCC BAA-1200 genomic scaffold SCAFFOLD1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000195205.1_ASM19520v1_genomic.fna.gz	[1077 seqs] NZ_AEPR01001077.1 Oxalobacteraceae bacterium IMCC9480 ctg_8777, whole genome shotgun sequence [...]
0.719686	1/1000	64	0.00349403	GCF_000195335.1_ASM19533v1_genomic.fna.gz	NC_015387.1 Marinithermus hydrothermalis DSM 14884, complete genome
0.719686	1/1000	1	0.00349403	GCF_000195755.1_ASM19575v1_genomic.fna.gz	[2 seqs] NC_002937.3 Desulfovibrio vulgaris str. Hildenborough chromosome, complete genome [...]
0.719686	1/1000	57	0.00349403	GCF_000195855.1_ASM19585v1_genomic.fna.gz	NC_002677.1 Mycobacterium leprae TN chromosome, complete genome
0.719686	1/1000	1	0.00349403	GCF_000196675.1_ASM19667v1_genomic.fna.gz	[3 seqs] NC_015312.1 Pseudonocardia dioxanivorans CB1190, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000203835.1_ASM20383v1_genomic.fna.gz	[3 seqs] NC_003888.3 Streptomyces coelicolor A3(2) chromosome, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000204155.1_ASM20415v1_genomic.fna.gz	[2 seqs] NC_015434.1 Verrucosispora maris AB-18-032, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000214155.1_ASM21415v1_genomic.fna.gz	NC_015576.1 Mycobacterium sinense strain JDM601, complete genome
0.719686	1/1000	2	0.00349403	GCF_000218545.1_ASM21854v1_genomic.fna.gz	NC_015671.1 [Cellvibrio] gilvus ATCC 13127, complete genome
0.719686	1/1000	1	0.00349403	GCF_000224005.2_ASM22400v3_genomic.fna.gz	NZ_CP007031.1 Marichromatium purpuratum 984, complete genome
0.719686	1/1000	1	0.00349403	GCF_000227585.1_ASM22758v1_genomic.fna.gz	[124 seqs] NZ_CAFB01000124.1 Candidatus Glomeribacter gigasporarum BEG34 WGS project CAFB00000000 data, annotated Contig1474-1692, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000233655.1_LC44-4.0_genomic.fna.gz	[50 seqs] NZ_AGSO01000050.1 Brachybacterium paraconglomeratum LC44 LC44_rep_c1287, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000238215.1_ASM23821v1_genomic.fna.gz	NC_016610.1 Tannerella forsythia 92A2, complete genome
0.719686	1/1000	1	0.00349403	GCF_000245355.1_ASM24535v1_genomic.fna.gz	[3 seqs] NC_017765.1 Streptomyces hygroscopicus subsp. jinggangensis 5008, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000247715.1_ASM24771v1_genomic.fna.gz	[2 seqs] NC_016906.1 Gordonia polyisoprenivorans VH2, complete genome [...]
0.719686	1/1000	1	0.00349403	GCF_000247995.1_ASM24799v2_genomic.fna.gz	[97 seqs] NZ_BAFE01000097.1 Mobilicoccus pelagius NBRC 104925 DNA, contig: MOPEL146, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000251185.1_ASM25118v1_genomic.fna.gz	[102 seqs] NZ_JH605124.1 Pseudomonas fuscovaginae UPB0736 genomic scaffold scf_10724_1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00349403	GCF_000263855.1_ASM26385v1_genomic.fna.gz	[88 seqs] NZ_AJWX01000001.1 Pseudomonas sp. M47T1 contig01, whole genome shotgun sequence [...]
0.719686	1/1000	2	0.00349403	GCF_000264295.1_Rh17631_genomic.fna.gz	[203 seqs] NZ_AJXT01000001.1 Rhodanobacter spathiphylli B39 contig001, whole genome shotgun sequence [...]
